,loss,accuracy,val_loss,val_accuracy,lr
0,1.6378166675567627,0.638582706451416,1.3147075176239014,0.6756926774978638,0.001
1,1.1760499477386475,0.680157482624054,1.0990973711013794,0.6756926774978638,0.001
2,0.9956162571907043,0.680157482624054,0.9259268641471863,0.6756926774978638,0.001
3,0.8424881100654602,0.7185826897621155,0.7433612942695618,0.766372799873352,0.001
4,0.7037229537963867,0.7855117917060852,0.6235650181770325,0.8224181532859802,0.001
5,0.5859509110450745,0.8291338682174683,0.5404789447784424,0.8438287377357483,0.001
6,0.5048521161079407,0.8524409532546997,0.46690207719802856,0.8589420914649963,0.001
7,0.4461660385131836,0.8683464527130127,0.47894322872161865,0.8444584608078003,0.001
8,0.42196619510650635,0.874015748500824,0.4085869789123535,0.8967254161834717,0.001
9,0.37180855870246887,0.90031498670578,0.37039729952812195,0.9206548929214478,0.001
10,0.34687501192092896,0.9135432839393616,0.35037916898727417,0.9143576622009277,0.001
11,0.3088267743587494,0.9251968264579773,0.3341256380081177,0.9219143390655518,0.001
12,0.29709044098854065,0.9330708384513855,0.3094434142112732,0.9319899082183838,0.001
13,0.25978437066078186,0.9429921507835388,0.3134726285934448,0.9307304620742798,0.001
14,0.23402106761932373,0.9505511522293091,0.29926854372024536,0.9414357542991638,0.001
15,0.2311929315328598,0.9503936767578125,0.29206332564353943,0.9351385235786438,0.001
16,0.2129960060119629,0.9579527378082275,0.29066595435142517,0.9408060312271118,0.001
17,0.20495285093784332,0.959212601184845,0.2695308327674866,0.9464735388755798,0.001
18,0.1958659291267395,0.9611023664474487,0.2697888910770416,0.9471032619476318,0.001
19,0.18630953133106232,0.9626771807670593,0.29121866822242737,0.9414357542991638,0.001
20,0.1773669570684433,0.9674015641212463,0.2874186336994171,0.9414357542991638,0.001
21,0.16930225491523743,0.9697637557983398,0.2799651026725769,0.9483627080917358,0.001
22,0.1692785918712616,0.9691338539123535,0.29361701011657715,0.9471032619476318,0.001
23,0.17029277980327606,0.9664567112922668,0.25075414776802063,0.9489924311637878,0.001
24,0.15206921100616455,0.973700761795044,0.3078072965145111,0.9477329850196838,0.001
25,0.15862742066383362,0.9700787663459778,0.26002004742622375,0.9483627080917358,0.001
26,0.15609338879585266,0.9722834825515747,0.27204540371894836,0.9496221542358398,0.001
27,0.15229681134223938,0.9721260070800781,0.28244155645370483,0.9508816003799438,0.001
28,0.14180859923362732,0.974330723285675,0.38181379437446594,0.9401763081550598,0.001
29,0.13781704008579254,0.9762204885482788,0.27042433619499207,0.9452140927314758,0.001
30,0.1333920955657959,0.9763779640197754,0.2828417122364044,0.9515113234519958,0.001
31,0.12911178171634674,0.9773228168487549,0.2739656865596771,0.9464735388755798,0.001
32,0.13017378747463226,0.9795275330543518,0.32971248030662537,0.9477329850196838,0.001
33,0.13628464937210083,0.9740157723426819,0.32639527320861816,0.9445843696594238,0.001
34,0.11912478506565094,0.9811023473739624,0.2873818874359131,0.9515113234519958,0.001
35,0.12701298296451569,0.9781102538108826,0.28295207023620605,0.9508816003799438,0.001
36,0.11447741091251373,0.9815747737884521,0.3144306540489197,0.9559193849563599,0.001
37,0.11473192274570465,0.9814172983169556,0.2940736413002014,0.9483627080917358,0.001
38,0.11136364191770554,0.9820472598075867,0.31952616572380066,0.9464735388755798,0.001
39,0.11338771879673004,0.9803149700164795,0.30521339178085327,0.9502518773078918,0.001
40,0.11258497834205627,0.9807873964309692,0.31136956810951233,0.9464735388755798,0.001
41,0.10376104712486267,0.9842519760131836,0.29263603687286377,0.9534004926681519,0.001
42,0.1116144061088562,0.9804724454879761,0.29806938767433167,0.9508816003799438,0.001
43,0.10177896916866302,0.9851968288421631,0.29452696442604065,0.9534004926681519,0.001
44,0.10061018168926239,0.9839370250701904,0.305976927280426,0.9515113234519958,0.0005
45,0.09209585934877396,0.9870865941047668,0.31080561876296997,0.9534004926681519,0.0005
46,0.09429856389760971,0.9858267903327942,0.28367531299591064,0.9483627080917358,0.0005
47,0.09462353587150574,0.9858267903327942,0.3176400065422058,0.9502518773078918,0.0005
48,0.09246955066919327,0.9858267903327942,0.32830601930618286,0.9464735388755798,0.0005
49,0.0866793766617775,0.98740154504776,0.3059639036655426,0.9502518773078918,0.0005
50,0.0858045220375061,0.9862992167472839,0.32989364862442017,0.9464735388755798,0.0005
51,0.08259030431509018,0.9885039329528809,0.3245331645011902,0.9483627080917358,0.0005
52,0.086818628013134,0.9872440695762634,0.32188448309898376,0.9496221542358398,0.0005
53,0.08675573021173477,0.9856693148612976,0.3304373323917389,0.9471032619476318,0.0005
54,0.08853975683450699,0.9859842658042908,0.3257419466972351,0.9477329850196838,0.0005
55,0.0821494534611702,0.9881889820098877,0.37449342012405396,0.9464735388755798,0.0005
56,0.08447059988975525,0.9869291186332703,0.362942636013031,0.9464735388755798,0.0005
57,0.08497840911149979,0.9861417412757874,0.32602328062057495,0.9496221542358398,0.0005
58,0.08302317559719086,0.9872440695762634,0.3323424458503723,0.9515113234519958,0.0005
59,0.08657269179821014,0.9858267903327942,0.3324286639690399,0.9521410465240479,0.0005
60,0.0813463032245636,0.98740154504776,0.3629262149333954,0.9439546465873718,0.0005
61,0.08418591320514679,0.9861417412757874,0.3238246738910675,0.9521410465240479,0.0005
62,0.08822082728147507,0.9851968288421631,0.31845414638519287,0.9496221542358398,0.0005
63,0.086566261947155,0.9845669269561768,0.33051732182502747,0.9483627080917358,0.0005
64,0.07908808439970016,0.9866141676902771,0.33296477794647217,0.9489924311637878,0.00025
65,0.07355713844299316,0.988818883895874,0.3592555820941925,0.9471032619476318,0.00025
66,0.08075173199176788,0.9869291186332703,0.3369087278842926,0.9464735388755798,0.00025
67,0.07947096973657608,0.9869291186332703,0.33708828687667847,0.9471032619476318,0.00025
68,0.08142868429422379,0.9867716431617737,0.3491802513599396,0.9458438158035278,0.00025
69,0.07289768755435944,0.9886614084243774,0.3115924596786499,0.9496221542358398,0.00025
70,0.07553897053003311,0.9878740310668945,0.36026716232299805,0.9464735388755798,0.00025
71,0.07561120390892029,0.9878740310668945,0.3343368172645569,0.9477329850196838,0.00025
72,0.07371284067630768,0.9885039329528809,0.3325273096561432,0.9458438158035278,0.00025
73,0.07408855855464935,0.98740154504776,0.31698498129844666,0.9502518773078918,0.00025
74,0.07200678437948227,0.9885039329528809,0.38886746764183044,0.9439546465873718,0.00025
75,0.07503807544708252,0.9869291186332703,0.3425467610359192,0.9496221542358398,0.00025
76,0.07358326762914658,0.9870865941047668,0.36252906918525696,0.9433249235153198,0.00025
77,0.07510802149772644,0.9866141676902771,0.32519465684890747,0.9508816003799438,0.00025
78,0.07546848803758621,0.9866141676902771,0.36256060004234314,0.9458438158035278,0.00025
79,0.07281213998794556,0.9883464574813843,0.3356591761112213,0.9477329850196838,0.00025
80,0.07321632653474808,0.98740154504776,0.3727681338787079,0.9464735388755798,0.00025
81,0.07366723567247391,0.9866141676902771,0.351551353931427,0.9489924311637878,0.00025
82,0.07523243129253387,0.9864566922187805,0.3332683742046356,0.9508816003799438,0.00025
83,0.07392319291830063,0.9875590801239014,0.3784742057323456,0.9445843696594238,0.00025
