,loss,accuracy,val_loss,val_accuracy
0,1.7846477031707764,0.6242519617080688,1.4513885974884033,0.6756926774978638
1,1.3629754781723022,0.6803149580955505,1.3108805418014526,0.6756926774978638
2,1.2378066778182983,0.6798425316810608,1.2145544290542603,0.6756926774978638
3,1.130106806755066,0.680157482624054,1.0946377515792847,0.6756926774978638
4,1.0100103616714478,0.7023621797561646,0.9498254060745239,0.746221661567688
5,0.8619611263275146,0.7636220455169678,0.8006590008735657,0.7795969843864441
6,0.7377842664718628,0.8036220669746399,0.6836744546890259,0.8306045532226562
7,0.6442936062812805,0.834645688533783,0.6118864417076111,0.8476070761680603
8,0.576742947101593,0.8488188982009888,0.5768475532531738,0.8526448607444763
9,0.5376039743423462,0.8623622059822083,0.5254756212234497,0.8620907068252563
10,0.474410742521286,0.8845669031143188,0.5087561011314392,0.8916876316070557
11,0.4447227120399475,0.9092913269996643,0.46480464935302734,0.8960956931114197
12,0.4131357967853546,0.9124409556388855,0.4471953213214874,0.9011334776878357
13,0.3794894516468048,0.9226771593093872,0.42892786860466003,0.9061712622642517
14,0.36128783226013184,0.9253543019294739,0.41205763816833496,0.9112090468406677
15,0.3365325927734375,0.9311810731887817,0.39366215467453003,0.9206548929214478
16,0.3120337724685669,0.938267707824707,0.39175185561180115,0.9181360006332397
17,0.2966954708099365,0.9406298995018005,0.391933798789978,0.9175062775611877
18,0.2878532409667969,0.9429921507835388,0.3626942038536072,0.9225440621376038
19,0.2772921025753021,0.941889762878418,0.351069837808609,0.9231737852096558
20,0.24706442654132843,0.9535433053970337,0.34532785415649414,0.9307304620742798
21,0.2453111708164215,0.9546456933021545,0.33615097403526306,0.9244332313537598
22,0.2394135594367981,0.9518110156059265,0.3310576379299164,0.9332493543624878
23,0.22259987890720367,0.959212601184845,0.3412463963031769,0.9326196312904358
24,0.2259930819272995,0.9548031687736511,0.3333265483379364,0.9307304620742798
25,0.21273614466190338,0.9568504095077515,0.3253003656864166,0.9319899082183838
26,0.21185339987277985,0.9584252238273621,0.3197924792766571,0.9382871389389038
27,0.19170604646205902,0.963936984539032,0.31451839208602905,0.9370276927947998
28,0.18775977194309235,0.9631496071815491,0.3446691334247589,0.9263224005699158
29,0.18647733330726624,0.9644094705581665,0.3195195496082306,0.9351385235786438
30,0.1758747696876526,0.9697637557983398,0.3420136570930481,0.9370276927947998
31,0.16487248241901398,0.9727559089660645,0.34919145703315735,0.9376574158668518
32,0.17282281816005707,0.968189001083374,0.3407726585865021,0.9357682466506958
33,0.15781374275684357,0.9730708599090576,0.325754314661026,0.9389168620109558
34,0.15927347540855408,0.9719685316085815,0.31805700063705444,0.9389168620109558
35,0.15220311284065247,0.9749606251716614,0.3211939334869385,0.9426952004432678
36,0.14693784713745117,0.974330723285675,0.34329432249069214,0.9433249235153198
37,0.15084072947502136,0.9725984334945679,0.3376612961292267,0.9401763081550598
38,0.14379526674747467,0.9749606251716614,0.3084421157836914,0.9414357542991638
39,0.1401623785495758,0.976535439491272,0.31319648027420044,0.9408060312271118
40,0.13275480270385742,0.9770078659057617,0.32088997960090637,0.9395465850830078
41,0.13036903738975525,0.9793700575828552,0.34685659408569336,0.9439546465873718
42,0.1321839988231659,0.9777953028678894,0.32303586602211,0.9420654773712158
43,0.12570026516914368,0.9788976311683655,0.3604046404361725,0.9420654773712158
44,0.14194099605083466,0.9721260070800781,0.3075644075870514,0.9445843696594238
45,0.1358533650636673,0.9735432863235474,0.31040769815444946,0.9445843696594238
46,0.1242607980966568,0.9782677292823792,0.3308602571487427,0.9382871389389038
47,0.11825905740261078,0.982677161693573,0.35049742460250854,0.9395465850830078
48,0.11515963077545166,0.9811023473739624,0.3279610872268677,0.9389168620109558
49,0.11682865768671036,0.9803149700164795,0.34994569420814514,0.9433249235153198
50,0.11369216442108154,0.9828346371650696,0.3281431794166565,0.9414357542991638
51,0.10917071998119354,0.982677161693573,0.3292601704597473,0.9408060312271118
52,0.11161894351243973,0.9822047352790833,0.3538941740989685,0.9401763081550598
53,0.10885129123926163,0.9823622107505798,0.3576929271221161,0.9408060312271118
54,0.10368964076042175,0.9833070635795593,0.35138633847236633,0.9426952004432678
55,0.1045440137386322,0.9847244024276733,0.3477407693862915,0.9401763081550598
56,0.10587787628173828,0.9828346371650696,0.3270567059516907,0.9389168620109558
57,0.10081294178962708,0.9845669269561768,0.3714767098426819,0.9414357542991638
58,0.10152608901262283,0.9836220741271973,0.34134578704833984,0.9414357542991638
59,0.09690264612436295,0.9856693148612976,0.36004334688186646,0.9433249235153198
60,0.10473188012838364,0.9833070635795593,0.3203333914279938,0.9433249235153198
61,0.10122267156839371,0.984094500541687,0.34077346324920654,0.9426952004432678
62,0.09568706154823303,0.9867716431617737,0.34540244936943054,0.9452140927314758
63,0.09324654936790466,0.9853543043136597,0.35462385416030884,0.9445843696594238
64,0.09491345286369324,0.9845669269561768,0.3773515522480011,0.9439546465873718
65,0.09763380885124207,0.9842519760131836,0.36355921626091003,0.9426952004432678
66,0.09446416050195694,0.985511839389801,0.3421696126461029,0.9401763081550598
67,0.08712143450975418,0.9872440695762634,0.3627360761165619,0.9439546465873718
68,0.09045794606208801,0.9853543043136597,0.3164884150028229,0.9445843696594238
69,0.09470575302839279,0.9848818778991699,0.3519730567932129,0.9464735388755798
70,0.09164004027843475,0.9859842658042908,0.3265506625175476,0.9433249235153198
71,0.0941682681441307,0.9837795495986938,0.3908022344112396,0.9408060312271118
72,0.09323222190141678,0.9848818778991699,0.3612682819366455,0.9420654773712158
73,0.09333494305610657,0.9845669269561768,0.348406583070755,0.9426952004432678
74,0.08344300836324692,0.987716555595398,0.34127047657966614,0.9433249235153198
75,0.08692940324544907,0.9866141676902771,0.40531298518180847,0.9471032619476318
76,0.08819401264190674,0.987716555595398,0.35368362069129944,0.9420654773712158
77,0.08147792518138885,0.9875590801239014,0.3568022549152374,0.9489924311637878
78,0.08129598200321198,0.9881889820098877,0.37063905596733093,0.9483627080917358
79,0.08237338066101074,0.9881889820098877,0.37370628118515015,0.9489924311637878
80,0.0852365791797638,0.98740154504776,0.3936215937137604,0.9471032619476318
81,0.08402469754219055,0.9869291186332703,0.3503166735172272,0.9496221542358398
82,0.08502890914678574,0.9870865941047668,0.3806319236755371,0.9464735388755798
83,0.07847213000059128,0.9866141676902771,0.36829572916030884,0.9477329850196838
84,0.07851991802453995,0.987716555595398,0.3488016128540039,0.9452140927314758
85,0.0792328417301178,0.98740154504776,0.3546414077281952,0.9426952004432678
86,0.07973948866128922,0.9875590801239014,0.3639985918998718,0.9483627080917358
87,0.0780758187174797,0.9891338348388672,0.34635859727859497,0.9445843696594238
88,0.0787176564335823,0.9872440695762634,0.3522527515888214,0.9464735388755798
89,0.07450954616069794,0.988818883895874,0.42204418778419495,0.9458438158035278
90,0.07295052707195282,0.9891338348388672,0.39184170961380005,0.9464735388755798
91,0.07345278561115265,0.987716555595398,0.35220617055892944,0.9477329850196838
92,0.0708106979727745,0.9894488453865051,0.40950506925582886,0.9458438158035278
93,0.07177282869815826,0.9889763593673706,0.3869238793849945,0.9471032619476318
94,0.0751945897936821,0.9883464574813843,0.39180541038513184,0.9433249235153198
95,0.07387901842594147,0.9889763593673706,0.35826748609542847,0.9489924311637878
96,0.07145098596811295,0.9892913103103638,0.3604941964149475,0.9483627080917358
97,0.0751631110906601,0.9886614084243774,0.32671672105789185,0.9458438158035278
98,0.07533261179924011,0.9880315065383911,0.37578386068344116,0.9458438158035278
99,0.07092779874801636,0.9883464574813843,0.39109566807746887,0.9452140927314758
100,0.07565309852361679,0.9886614084243774,0.35854846239089966,0.9471032619476318
101,0.07690409570932388,0.9875590801239014,0.3585810959339142,0.9483627080917358
102,0.08666642010211945,0.9859842658042908,0.33265605568885803,0.9483627080917358
103,0.07518146932125092,0.9872440695762634,0.3757183849811554,0.9452140927314758
104,0.07794950902462006,0.987716555595398,0.3707825541496277,0.9426952004432678
105,0.07774896919727325,0.9886614084243774,0.351409375667572,0.9401763081550598
106,0.07401050627231598,0.9886614084243774,0.4151739180088043,0.9433249235153198
107,0.07782942801713943,0.98740154504776,0.30841949582099915,0.9426952004432678
108,0.07454168051481247,0.9892913103103638,0.33788806200027466,0.9452140927314758
109,0.07518972456455231,0.9891338348388672,0.402757465839386,0.9471032619476318
110,0.06990835815668106,0.9883464574813843,0.3401075303554535,0.9483627080917358
111,0.07058471441268921,0.9885039329528809,0.37730276584625244,0.9477329850196838
112,0.06878989934921265,0.9896063208580017,0.36495134234428406,0.9477329850196838
113,0.06793414056301117,0.9886614084243774,0.36654260754585266,0.9496221542358398
114,0.06786160171031952,0.9894488453865051,0.347581148147583,0.9483627080917358
115,0.06256374716758728,0.991653561592102,0.3893105089664459,0.9496221542358398
116,0.06616061925888062,0.9894488453865051,0.3313409090042114,0.9496221542358398
117,0.06586576253175735,0.9892913103103638,0.3847731947898865,0.9452140927314758
118,0.07072699815034866,0.9885039329528809,0.3114827275276184,0.9458438158035278
119,0.06545621156692505,0.9905511736869812,0.3960001766681671,0.9464735388755798
120,0.07046101242303848,0.9885039329528809,0.3519052565097809,0.9439546465873718
