,loss,accuracy,val_loss,val_accuracy,lr
0,2.267749071121216,0.5858267545700073,2.1026411056518555,0.6756926774978638,1e-04
1,1.7912473678588867,0.680157482624054,1.596351146697998,0.6756926774978638,1e-04
2,1.5575731992721558,0.6768503785133362,1.4934784173965454,0.6756926774978638,1e-04
3,1.4911632537841797,0.6776378154754639,1.4641362428665161,0.6756926774978638,1e-04
4,1.4414169788360596,0.6774803400039673,1.4337289333343506,0.6756926774978638,1e-04
5,1.4155714511871338,0.677952766418457,1.4304628372192383,0.6756926774978638,1e-04
6,1.3897132873535156,0.6795275807380676,1.4082611799240112,0.6756926774978638,1e-04
7,1.367545247077942,0.6792125701904297,1.405451774597168,0.6756926774978638,1e-04
8,1.3349084854125977,0.680157482624054,1.3814646005630493,0.6756926774978638,1e-04
9,1.3164392709732056,0.6795275807380676,1.3553626537322998,0.6756926774978638,1e-04
10,1.2912718057632446,0.680157482624054,1.3214842081069946,0.6756926774978638,1e-04
11,1.268449068069458,0.6798425316810608,1.3072327375411987,0.6756926774978638,1e-04
12,1.231571912765503,0.6806299090385437,1.2743773460388184,0.6813601851463318,1e-04
13,1.2003062963485718,0.6875590682029724,1.2423101663589478,0.743073046207428,1e-04
14,1.1552754640579224,0.7138582468032837,1.1789114475250244,0.749370276927948,1e-04
15,1.1026551723480225,0.7362204790115356,1.1166998147964478,0.752518892288208,1e-04
16,1.0650886297225952,0.7461417317390442,1.0643774271011353,0.758186399936676,1e-04
17,1.0354381799697876,0.7593700885772705,1.0364502668380737,0.766372799873352,1e-04
18,0.9964687824249268,0.7669291496276855,0.9926989674568176,0.7695214152336121,1e-04
19,0.9649821519851685,0.7721259593963623,0.9488103985786438,0.7795969843864441,1e-04
20,0.9257104396820068,0.7807874083518982,0.9174693822860718,0.7871536612510681,1e-04
21,0.8981603980064392,0.7883464694023132,0.8750036954879761,0.8022670149803162,1e-04
22,0.864189624786377,0.8022047281265259,0.8441862463951111,0.8180100917816162,1e-04
23,0.8309963941574097,0.8102362155914307,0.80789715051651,0.8274559378623962,1e-04
24,0.7948563098907471,0.8222047090530396,0.7923376560211182,0.8350126147270203,1e-04
25,0.7678797245025635,0.833228349685669,0.75209641456604,0.8406801223754883,1e-04
26,0.7477676868438721,0.8368504047393799,0.7376336455345154,0.8438287377357483,1e-04
27,0.7150381207466125,0.8478740453720093,0.7088062167167664,0.8425692915916443,1e-04
28,0.6987508535385132,0.8510236144065857,0.7000884413719177,0.8501259684562683,1e-04
29,0.673811674118042,0.8573228120803833,0.6739106178283691,0.8526448607444763,1e-04
30,0.6585688591003418,0.8577952980995178,0.6594508290290833,0.8602015376091003,1e-04
31,0.6338707804679871,0.8670865893363953,0.6435279250144958,0.8595718145370483,1e-04
32,0.6191791296005249,0.8662992119789124,0.6339738368988037,0.8627204298973083,1e-04
33,0.5944707989692688,0.8744881749153137,0.6281025409698486,0.8595718145370483,1e-04
34,0.5950085520744324,0.8735433220863342,0.603181004524231,0.8778337240219116,1e-04
35,0.5756787061691284,0.8817322850227356,0.5938730835914612,0.8828715085983276,1e-04
36,0.5653228759765625,0.8823621869087219,0.5885972380638123,0.8891687393188477,1e-04
37,0.5551172494888306,0.8952755928039551,0.572280764579773,0.8942065238952637,1e-04
38,0.5362429022789001,0.8982677459716797,0.5616569519042969,0.9068009853363037,1e-04
39,0.5254873037338257,0.9085039496421814,0.5516383051872253,0.9086901545524597,1e-04
40,0.5068709850311279,0.9121260046958923,0.542216956615448,0.9130982160568237,1e-04
41,0.5073599219322205,0.9152755737304688,0.5419341921806335,0.9105793237686157,1e-04
42,0.5028979182243347,0.9155905246734619,0.5268120169639587,0.9206548929214478,1e-04
43,0.4830288290977478,0.9196850657463074,0.5180561542510986,0.9175062775611877,1e-04
44,0.47167712450027466,0.9229921102523804,0.5051083564758301,0.9219143390655518,1e-04
45,0.4646306037902832,0.927086591720581,0.5009206533432007,0.9212846159934998,1e-04
46,0.4574073851108551,0.9264566898345947,0.493518590927124,0.9206548929214478,1e-04
47,0.44075894355773926,0.9313386082649231,0.49261942505836487,0.9175062775611877,1e-04
48,0.43302395939826965,0.9322834610939026,0.4841747581958771,0.9212846159934998,1e-04
49,0.42760059237480164,0.9308661222457886,0.4823048412799835,0.9181360006332397,1e-04
50,0.419463187456131,0.93354332447052,0.4690457880496979,0.9250629544258118,1e-04
51,0.4114397466182709,0.9352756142616272,0.46368536353111267,0.9282115697860718,1e-04
52,0.3939454257488251,0.9420472383499146,0.4599020183086395,0.9282115697860718,1e-04
53,0.40258708596229553,0.9357480406761169,0.4608928859233856,0.9282115697860718,1e-04
54,0.3989971876144409,0.9366928935050964,0.4542153775691986,0.9256926774978638,1e-04
55,0.3820735514163971,0.9407873749732971,0.4471000134944916,0.9263224005699158,1e-04
56,0.3698256015777588,0.9436220526695251,0.44341593980789185,0.9263224005699158,1e-04
57,0.3634710907936096,0.9459842443466187,0.4356558322906494,0.9275818467140198,1e-04
58,0.36690837144851685,0.9426771402359009,0.4415138363838196,0.9250629544258118,1e-04
59,0.35432755947113037,0.9464566707611084,0.42947039008140564,0.9301007390022278,1e-04
60,0.34659305214881897,0.9483464360237122,0.4512135088443756,0.9263224005699158,1e-04
61,0.34748539328575134,0.9462991952896118,0.4296869933605194,0.9294710159301758,1e-04
62,0.33854740858078003,0.9456692934036255,0.42829275131225586,0.9282115697860718,1e-04
63,0.3286351263523102,0.9518110156059265,0.420015811920166,0.9282115697860718,1e-04
64,0.3236865997314453,0.9529134035110474,0.4195232391357422,0.9250629544258118,1e-04
65,0.3190228343009949,0.9538582563400269,0.4147688150405884,0.9307304620742798,1e-04
66,0.3175968825817108,0.953070878982544,0.4193631410598755,0.9301007390022278,1e-04
67,0.3175842761993408,0.9488189220428467,0.4102266728878021,0.9319899082183838,1e-04
68,0.31403419375419617,0.9469291567802429,0.4100463390350342,0.9301007390022278,1e-04
69,0.30888769030570984,0.9521259665489197,0.4151686131954193,0.9307304620742798,1e-04
70,0.2999989688396454,0.9546456933021545,0.39905235171318054,0.9307304620742798,1e-04
71,0.2998678684234619,0.9529134035110474,0.4031088054180145,0.9288412928581238,1e-04
72,0.29741597175598145,0.954488217830658,0.395889550447464,0.9313601851463318,1e-04
73,0.28951138257980347,0.9522834420204163,0.39772501587867737,0.9319899082183838,1e-04
74,0.28597432374954224,0.9573228359222412,0.3896387815475464,0.9319899082183838,1e-04
75,0.2795277237892151,0.9571653604507446,0.40438520908355713,0.9313601851463318,1e-04
